"";"title";"record_id";"detail_url"
"20";" مجلة روافد : للدراسات و الأبحاث العلمية في العلوم الاجتماعية و الإنسانية";"BIM-793751";"https://search.emarefa.net/detail/BIM-793751/مجلة-روافد-:-للدراسات-و-الأبحاث-العلمية-في-العلوم-الاجتماعية-و-الإنسانية/20"
"21";" مجلة العلوم الإنسانية و الاجتماعية";"BIM-880842";"https://search.emarefa.net/detail/BIM-880842/مجلة-العلوم-الإنسانية-و-الاجتماعية/21"
"22";" مجلة العلوم الاقتصادية و الإدارية و القانونية :";"BIM-880444";"https://search.emarefa.net/detail/BIM-880444/مجلة-العلوم-الاقتصادية-و-الإدارية-و-القانونية-:/22"
"23";" مجلة العلوم التربوية و النفسية";"BIM-880834";"https://search.emarefa.net/detail/BIM-880834/مجلة-العلوم-التربوية-و-النفسية/23"
"24";" مجلة الاقتصاد و إدارة الأعمال";"BIM-772961";"https://search.emarefa.net/detail/BIM-772961/مجلة-الاقتصاد-و-إدارة-الأعمال/24"
"25";" Major Economic Indicators of Jordan";"BIM-751842";"https://search.emarefa.net/detail/BIM-751842/major-economic-indicators-of-jordan/25"
"26";" Statistical Bulletin for Registered in Pension Funds";"BIM-757607";"https://search.emarefa.net/detail/BIM-757607/statistical-bulletin-for-registered-in-pension-funds/26"
"27";" أهم المؤشرات الأساسية للاقتصاد الأردني";"BIM-751839";"https://search.emarefa.net/detail/BIM-751839/أهم-المؤشرات-الأساسية-للاقتصاد-الأردني/27"
"28";" إحصاءات المحاكم";"BIM-757622";"https://search.emarefa.net/detail/BIM-757622/إحصاءات-المحاكم/28"
"29";" التقرير السنوي";"BIM-752443";"https://search.emarefa.net/detail/BIM-752443/التقرير-السنوي/29"
"30";" مؤشرات الرقم القياسي لنفقة المعيشة";"BIM-752469";"https://search.emarefa.net/detail/BIM-752469/مؤشرات-الرقم-القياسي-لنفقة-المعيشة/30"
"31";" مجلة اقتصاد المال و الأعمال";"BIM-908312";"https://search.emarefa.net/detail/BIM-908312/مجلة-اقتصاد-المال-و-الأعمال/31"
"32";" المجلة العالمية للاقتصاد و الأعمال";"BIM-880459";"https://search.emarefa.net/detail/BIM-880459/المجلة-العالمية-للاقتصاد-و-الأعمال/32"
"33";" المرأة العمانية";"BIM-757845";"https://search.emarefa.net/detail/BIM-757845/المرأة-العمانية/33"
"34";" نشرة إحصاءات المسجلين في صناديق التقاعد";"BIM-757590";"https://search.emarefa.net/detail/BIM-757590/نشرة-إحصاءات-المسجلين-في-صناديق-التقاعد/34"
"35";" al-Dar Research Journal for Sustainability";"BIM-725362";"https://search.emarefa.net/detail/BIM-725362/al-dar-research-journal-for-sustainability/35"
"36";" استشراف : للدراسات المستقبلية";"BIM-814437";"https://search.emarefa.net/detail/BIM-814437/استشراف-:-للدراسات-المستقبلية/36"
"37";" الحوار الفكري";"BIM-855977";"https://search.emarefa.net/detail/BIM-855977/الحوار-الفكري/37"
"38";" مجلة البحوث في العلوم المالية و المحاسبية";"BIM-869603";"https://search.emarefa.net/detail/BIM-869603/مجلة-البحوث-في-العلوم-المالية-و-المحاسبية/38"
"39";" المجلة الجزائرية للحقوق و العلوم السياسية";"BIM-958588";"https://search.emarefa.net/detail/BIM-958588/المجلة-الجزائرية-للحقوق-و-العلوم-السياسية/39"
"40";" مجلة الدراسات المستقبلية";"BIM-738673";"https://search.emarefa.net/detail/BIM-738673/مجلة-الدراسات-المستقبلية/40"
"41";" المجلة الدولية لتطوير التفوق";"BIM-728183";"https://search.emarefa.net/detail/BIM-728183/المجلة-الدولية-لتطوير-التفوق/41"
"42";" مجلة علوم الاتصال";"BIM-707851";"https://search.emarefa.net/detail/BIM-707851/مجلة-علوم-الاتصال/42"
"43";" Indicators the Millennium Development Goals";"BIM-757292";"https://search.emarefa.net/detail/BIM-757292/indicators-the-millennium-development-goals/43"
"44";" Merchandise Trade, Balance of Payments and International Investment Position Statistics";"BIM-767243";"https://search.emarefa.net/detail/BIM-767243/merchandise-trade--balance-of-payments-and-international-investment-position-statistics/44"
"45";" Quarterly Bulletin : Population and Social Statistics";"BIM-762758";"https://search.emarefa.net/detail/BIM-762758/quarterly-bulletin-:-population-and-social-statistics/45"
"46";" Résultats des Échanges Extérieurs";"BIM-767348";"https://search.emarefa.net/detail/BIM-767348/résultats-des-échanges-extérieurs/46"
"47";" حصيلة المبادلات الخارجية";"BIM-767235";"https://search.emarefa.net/detail/BIM-767235/حصيلة-المبادلات-الخارجية/47"
"48";" مؤشرات الأهداف الإنمائية للألفية";"BIM-757229";"https://search.emarefa.net/detail/BIM-757229/مؤشرات-الأهداف-الإنمائية-للألفية/48"
"49";" النشرة الربعية للتجارة الخارجية";"BIM-751995";"https://search.emarefa.net/detail/BIM-751995/النشرة-الربعية-للتجارة-الخارجية/49"
"50";" النشرة الفصلية : الإحصاءات السكانية و الاجتماعية";"BIM-762757";"https://search.emarefa.net/detail/BIM-762757/النشرة-الفصلية-:-الإحصاءات-السكانية-و-الاجتماعية/50"
"51";" حالة الأمن الغذائي في الأردن";"BIM-752458";"https://search.emarefa.net/detail/BIM-752458/حالة-الأمن-الغذائي-في-الأردن/51"
"52";" مجلة الإدارة و القيادة الإسلامية";"BIM-758892";"https://search.emarefa.net/detail/BIM-758892/مجلة-الإدارة-و-القيادة-الإسلامية/52"
"53";" مجلة ريادة الأعمال الإسلامية";"BIM-758901";"https://search.emarefa.net/detail/BIM-758901/مجلة-ريادة-الأعمال-الإسلامية/53"
"54";" مجلة الشمال للعلوم الإنسانية";"BIM-613243";"https://search.emarefa.net/detail/BIM-613243/مجلة-الشمال-للعلوم-الإنسانية/54"
"55";" مجلة العلوم القانونية و الاجتماعية";"BIM-880464";"https://search.emarefa.net/detail/BIM-880464/مجلة-العلوم-القانونية-و-الاجتماعية/55"
"56";" مجلة قانون العمل و التشغيل";"BIM-880599";"https://search.emarefa.net/detail/BIM-880599/مجلة-قانون-العمل-و-التشغيل/56"
"57";" Culture Statistics Bulletin";"BIM-757082";"https://search.emarefa.net/detail/BIM-757082/culture-statistics-bulletin/57"
"58";" Indicators of Banking Sector";"BIM-752466";"https://search.emarefa.net/detail/BIM-752466/indicators-of-banking-sector/58"
"59";" إحصاءات نقدية و مصرفية";"BIM-752460";"https://search.emarefa.net/detail/BIM-752460/إحصاءات-نقدية-و-مصرفية/59"
"60";" التقرير الدوري حول عدالة الأحداث";"BIM-751851";"https://search.emarefa.net/detail/BIM-751851/التقرير-الدوري-حول-عدالة-الأحداث/60"
"61";" مؤشرات سكانية و حيوية";"BIM-757085";"https://search.emarefa.net/detail/BIM-757085/مؤشرات-سكانية-و-حيوية/61"
"62";" مجلة الاقتصاد و المالية";"BIM-714952";"https://search.emarefa.net/detail/BIM-714952/مجلة-الاقتصاد-و-المالية/62"
"63";" المجلة الجزائرية للدراسات المحاسبية و المالية";"BIM-815578";"https://search.emarefa.net/detail/BIM-815578/المجلة-الجزائرية-للدراسات-المحاسبية-و-المالية/63"
"64";" مجلة الدراسات الاقتصادية الكمية";"BIM-723246";"https://search.emarefa.net/detail/BIM-723246/مجلة-الدراسات-الاقتصادية-الكمية/64"
"65";" مجلة نور للدراسات الاقتصادية";"BIM-854683";"https://search.emarefa.net/detail/BIM-854683/مجلة-نور-للدراسات-الاقتصادية/65"
"66";" ملامح إحصائية عن الجرائم و الجناة في السلطنة";"BIM-757228";"https://search.emarefa.net/detail/BIM-757228/ملامح-إحصائية-عن-الجرائم-و-الجناة-في-السلطنة/66"
"67";" نشرة إحصاءات الثقافة";"BIM-757072";"https://search.emarefa.net/detail/BIM-757072/نشرة-إحصاءات-الثقافة/67"
"68";" مجلة العلوم النفسية و التربوية";"BIM-758680";"https://search.emarefa.net/detail/BIM-758680/مجلة-العلوم-النفسية-و-التربوية/68"
"69";" المملكة الأردنية الهاشمية في تقارير التنافسية العالمية";"BIM-751846";"https://search.emarefa.net/detail/BIM-751846/المملكة-الأردنية-الهاشمية-في-تقارير-التنافسية-العالمية/69"
"70";" الاستغراب";"BIM-712863";"https://search.emarefa.net/detail/BIM-712863/الاستغراب/70"
"71";" مجلة جامعة مقديشو العملية";"BIM-853656";"https://search.emarefa.net/detail/BIM-853656/مجلة-جامعة-مقديشو-العملية/71"
"72";" International Journal of Islamic Economics and Finance Studies";"BIM-777193";"https://search.emarefa.net/detail/BIM-777193/international-journal-of-islamic-economics-and-finance-studies/72"
"73";" تقرير حول المنشآت الجديدة المنتسبة لغرفة تجارة عمان";"BIM-751831";"https://search.emarefa.net/detail/BIM-751831/تقرير-حول-المنشآت-الجديدة-المنتسبة-لغرفة-تجارة-عمان/73"
"74";" سلع مصرية تصل إلى العالمية";"BIM-264788";"https://search.emarefa.net/detail/BIM-264788/سلع-مصرية-تصل-إلى-العالمية/74"
"75";" مجلة إدارة الجودة الشاملة";"BIM-643443";"https://search.emarefa.net/detail/BIM-643443/مجلة-إدارة-الجودة-الشاملة/75"
"76";" نقد و تنوير";"BIM-575705";"https://search.emarefa.net/detail/BIM-575705/نقد-و-تنوير/76"
"77";" مجلة كلية الاقتصاد و العلوم السياسية";"BIM-720837";"https://search.emarefa.net/detail/BIM-720837/مجلة-كلية-الاقتصاد-و-العلوم-السياسية/77"
"78";" Foreign Trade Indices";"BIM-750640";"https://search.emarefa.net/detail/BIM-750640/foreign-trade-indices/78"
"79";" Quarterly Economic Review";"BIM-765184";"https://search.emarefa.net/detail/BIM-765184/quarterly-economic-review/79"
"80";" United Arab Emirates Monetary, Banking and Financial Markets Developments";"BIM-764796";"https://search.emarefa.net/detail/BIM-764796/united-arab-emirates-monetary--banking-and-financial-markets-developments/80"
"81";" آفاق فكرية";"BIM-758802";"https://search.emarefa.net/detail/BIM-758802/آفاق-فكرية/81"
"82";" الأرقام القياسية للتجارة الخارجية";"BIM-750639";"https://search.emarefa.net/detail/BIM-750639/الأرقام-القياسية-للتجارة-الخارجية/82"
"83";" أنثروبولوجيا";"BIM-785617";"https://search.emarefa.net/detail/BIM-785617/أنثروبولوجيا/83"
"84";" مجلة التنمية و إدارة الموارد البشرية";"BIM-854136";"https://search.emarefa.net/detail/BIM-854136/مجلة-التنمية-و-إدارة-الموارد-البشرية/84"
"85";" المسح النقدي الشهري لدولة الإمارات العربية المتحدة";"BIM-654084";"https://search.emarefa.net/detail/BIM-654084/المسح-النقدي-الشهري-لدولة-الإمارات-العربية-المتحدة/85"
"86";" Tourism Index Report";"BIM-757360";"https://search.emarefa.net/detail/BIM-757360/tourism-index-report/86"
"87";" مجلة العلوم التربوية";"BIM-688643";"https://search.emarefa.net/detail/BIM-688643/مجلة-العلوم-التربوية/87"
"88";" مجلة كلية الفنون و الإعلام";"BIM-815386";"https://search.emarefa.net/detail/BIM-815386/مجلة-كلية-الفنون-و-الإعلام/88"
"89";" مسح الاستثمار الأجنبي في قطر";"BIM-760381";"https://search.emarefa.net/detail/BIM-760381/مسح-الاستثمار-الأجنبي-في-قطر/89"
"90";" المسح الفلسطيني العنقودي متعدد المؤشرات";"BIM-589519";"https://search.emarefa.net/detail/BIM-589519/المسح-الفلسطيني-العنقودي-متعدد-المؤشرات/90"
"91";" Producer Price Index";"BIM-761678";"https://search.emarefa.net/detail/BIM-761678/producer-price-index/91"
"92";" أسطور للدراسات التاريخية";"BIM-552905";"https://search.emarefa.net/detail/BIM-552905/أسطور-للدراسات-التاريخية/92"
"93";" تقرير المؤشرات السياحية";"BIM-757307";"https://search.emarefa.net/detail/BIM-757307/تقرير-المؤشرات-السياحية/93"
"94";" السينما العربية : قضايا السينما في الوطن العربي، و قضايا الوطن العربي في السينما";"BIM-677229";"https://search.emarefa.net/detail/BIM-677229/السينما-العربية-:-قضايا-السينما-في-الوطن-العربي،-و-قضايا-الوطن-العربي-في-السينما/94"
"95";" مجلة الدراسات القانونية";"BIM-857539";"https://search.emarefa.net/detail/BIM-857539/مجلة-الدراسات-القانونية/95"
"96";" Advances in Decision Sciences";"BIM-438127";"https://search.emarefa.net/detail/BIM-438127/advances-in-decision-sciences/96"
"97";" Aleph : Langues, Médias et Sociétés";"BIM-856186";"https://search.emarefa.net/detail/BIM-856186/aleph-:-langues--médias-et-sociétés/97"
"98";" Child Development Research";"BIM-438228";"https://search.emarefa.net/detail/BIM-438228/child-development-research/98"
"99";" Conference Papers in Energy";"BIM-438239";"https://search.emarefa.net/detail/BIM-438239/conference-papers-in-energy/99"
"100";" Economics Research International";"BIM-438267";"https://search.emarefa.net/detail/BIM-438267/economics-research-international/100"
"101";" Education Research International";"BIM-438268";"https://search.emarefa.net/detail/BIM-438268/education-research-international/101"
"102";" Game Theory";"BIM-438275";"https://search.emarefa.net/detail/BIM-438275/game-theory/102"
"103";" Household Culture Survey";"BIM-518957";"https://search.emarefa.net/detail/BIM-518957/household-culture-survey/103"
"104";" International Journal of Population Research";"BIM-438444";"https://search.emarefa.net/detail/BIM-438444/international-journal-of-population-research/104"
"105";" International Journal of Quality, Statistics, and Reliability";"BIM-438447";"https://search.emarefa.net/detail/BIM-438447/international-journal-of-quality--statistics--and-reliability/105"
"106";" ISRN Economics";"BIM-438311";"https://search.emarefa.net/detail/BIM-438311/isrn-economics/106"
"107";" The Jordanian Insurance Sector Result";"BIM-752411";"https://search.emarefa.net/detail/BIM-752411/the-jordanian-insurance-sector-result/107"
"108";" Journal of Addiction";"BIM-438463";"https://search.emarefa.net/detail/BIM-438463/journal-of-addiction/108"
"109";" Journal of Anthropology";"BIM-438472";"https://search.emarefa.net/detail/BIM-438472/journal-of-anthropology/109"
"110";" Journal of Criminology";"BIM-438510";"https://search.emarefa.net/detail/BIM-438510/journal-of-criminology/110"
"111";" Journal of Textiles";"BIM-438580";"https://search.emarefa.net/detail/BIM-438580/journal-of-textiles/111"
"112";" Labor Force Survey";"BIM-750635";"https://search.emarefa.net/detail/BIM-750635/labor-force-survey/112"
"113";" Time Use Survey";"BIM-762275";"https://search.emarefa.net/detail/BIM-762275/time-use-survey/113"
"114";" Tourism Statistics Bulletin";"BIM-756411";"https://search.emarefa.net/detail/BIM-756411/tourism-statistics-bulletin/114"
"115";" Urban Studies Research";"BIM-438650";"https://search.emarefa.net/detail/BIM-438650/urban-studies-research/115"
"116";" البيئة و التنمية المستدامة في فلسطين";"BIM-546770";"https://search.emarefa.net/detail/BIM-546770/البيئة-و-التنمية-المستدامة-في-فلسطين/116"
"117";" مجلة أبحاث و دراسات التنمية";"BIM-613298";"https://search.emarefa.net/detail/BIM-613298/مجلة-أبحاث-و-دراسات-التنمية/117"
"118";" مجلة بيت المشورة";"BIM-688863";"https://search.emarefa.net/detail/BIM-688863/مجلة-بيت-المشورة/118"
"119";" مجلة جامعة القدس المفتوحة : للبحوث الإدارية و الاقتصادية";"BIM-517820";"https://search.emarefa.net/detail/BIM-517820/مجلة-جامعة-القدس-المفتوحة-:-للبحوث-الإدارية-و-الاقتصادية/119"
"120";" المجلة الجزائرية للتنمية الاقتصادية";"BIM-517885";"https://search.emarefa.net/detail/BIM-517885/المجلة-الجزائرية-للتنمية-الاقتصادية/120"
"121";" مجلة دراسات الاقتصاد و الأعمال";"BIM-757849";"https://search.emarefa.net/detail/BIM-757849/مجلة-دراسات-الاقتصاد-و-الأعمال/121"
"122";" المجلة المغربية للقانون الجنائي و العلوم الجنائية";"BIM-403215";"https://search.emarefa.net/detail/BIM-403215/المجلة-المغربية-للقانون-الجنائي-و-العلوم-الجنائية/122"
"123";" مسح استخدام الوقت";"BIM-762001";"https://search.emarefa.net/detail/BIM-762001/مسح-استخدام-الوقت/123"
"124";" نشرة إحصاءات السياحة";"BIM-756408";"https://search.emarefa.net/detail/BIM-756408/نشرة-إحصاءات-السياحة/124"
"125";" Research and Development Survey";"BIM-546717";"https://search.emarefa.net/detail/BIM-546717/research-and-development-survey/125"
"126";" تقرير الإحصاءات الصناعية";"BIM-752155";"https://search.emarefa.net/detail/BIM-752155/تقرير-الإحصاءات-الصناعية/126"
"127";" مسح البحث و التطوير";"BIM-546705";"https://search.emarefa.net/detail/BIM-546705/مسح-البحث-و-التطوير/127"
"128";" نشرة إحصاءات الهجرة";"BIM-547028";"https://search.emarefa.net/detail/BIM-547028/نشرة-إحصاءات-الهجرة/128"
"129";" The Arab Journal of Quality in Education";"BIM-587014";"https://search.emarefa.net/detail/BIM-587014/the-arab-journal-of-quality-in-education/129"
"130";" مؤشر ثقة مجتمع الأعمال لدولة قطر";"BIM-761682";"https://search.emarefa.net/detail/BIM-761682/مؤشر-ثقة-مجتمع-الأعمال-لدولة-قطر/130"
"131";" نشرة المؤشرات الاقتصادية للقطاع الصناعي الأردني";"BIM-546678";"https://search.emarefa.net/detail/BIM-546678/نشرة-المؤشرات-الاقتصادية-للقطاع-الصناعي-الأردني/131"
"132";" Time Use Survey";"BIM-546828";"https://search.emarefa.net/detail/BIM-546828/time-use-survey/132"
"133";" مسح استخدام الوقت";"BIM-546784";"https://search.emarefa.net/detail/BIM-546784/مسح-استخدام-الوقت/133"
"134";" Quarterly Sequence of Economic Accounts for the Total Economy";"BIM-762572";"https://search.emarefa.net/detail/BIM-762572/quarterly-sequence-of-economic-accounts-for-the-total-economy/134"
"135";" سلسلة الحسابات الفصلية للاقتصاد الكلي";"BIM-762568";"https://search.emarefa.net/detail/BIM-762568/سلسلة-الحسابات-الفصلية-للاقتصاد-الكلي/135"
"136";" ملامح الاقتصاد في مصر و العالم";"BIM-591921";"https://search.emarefa.net/detail/BIM-591921/ملامح-الاقتصاد-في-مصر-و-العالم/136"
"137";" Quarterly Report on Consumer Price Index";"BIM-762814";"https://search.emarefa.net/detail/BIM-762814/quarterly-report-on-consumer-price-index/137"
"138";" أبحاث";"BIM-533217";"https://search.emarefa.net/detail/BIM-533217/أبحاث/138"
"139";" التقرير الربعي للرقم القياسي لأسعار المستهلك";"BIM-762000";"https://search.emarefa.net/detail/BIM-762000/التقرير-الربعي-للرقم-القياسي-لأسعار-المستهلك/139"
"140";" الرقم القياسي لأسعار المنتج";"BIM-761675";"https://search.emarefa.net/detail/BIM-761675/الرقم-القياسي-لأسعار-المنتج/140"
"141";" مجلة الجامعة العربية الأمريكية للبحوث";"BIM-725319";"https://search.emarefa.net/detail/BIM-725319/مجلة-الجامعة-العربية-الأمريكية-للبحوث/141"
"142";" المجلة الجزائرية للدراسات السياسية";"BIM-613276";"https://search.emarefa.net/detail/BIM-613276/المجلة-الجزائرية-للدراسات-السياسية/142"
"143";" مجلة الدراسات المالية، المحاسبية و الإدارية";"BIM-853361";"https://search.emarefa.net/detail/BIM-853361/مجلة-الدراسات-المالية،-المحاسبية-و-الإدارية/143"
"144";" مجلة دراسات و أبحاث اقتصادية في الطاقات المتجددة";"BIM-865662";"https://search.emarefa.net/detail/BIM-865662/مجلة-دراسات-و-أبحاث-اقتصادية-في-الطاقات-المتجددة/144"
"145";" مجلة العلوم الإنسانية لجامعة أم البواقي";"BIM-394808";"https://search.emarefa.net/detail/BIM-394808/مجلة-العلوم-الإنسانية-لجامعة-أم-البواقي/145"
"146";" مجلة منازعات الأعمال";"BIM-728307";"https://search.emarefa.net/detail/BIM-728307/مجلة-منازعات-الأعمال/146"
"147";" نشرة الأرقام القياسية لأسعار المنتجين";"BIM-590028";"https://search.emarefa.net/detail/BIM-590028/نشرة-الأرقام-القياسية-لأسعار-المنتجين/147"
"148";" النشرة السنوية لإحصاءات التجارة الخارجية";"BIM-761471";"https://search.emarefa.net/detail/BIM-761471/النشرة-السنوية-لإحصاءات-التجارة-الخارجية/148"
"149";" Qatar Social Statistics";"BIM-761997";"https://search.emarefa.net/detail/BIM-761997/qatar-social-statistics/149"
"150";" قطر إحصاءات اجتماعية";"BIM-761996";"https://search.emarefa.net/detail/BIM-761996/قطر-إحصاءات-اجتماعية/150"
"151";" مؤشر ثقة المستهلك";"BIM-756368";"https://search.emarefa.net/detail/BIM-756368/مؤشر-ثقة-المستهلك/151"
"152";" المجلة الدولية للاتصال الاجتماعي";"BIM-855544";"https://search.emarefa.net/detail/BIM-855544/المجلة-الدولية-للاتصال-الاجتماعي/152"
"153";" ZANCO Journal of Humanity Sciences";"BIM-586115";"https://search.emarefa.net/detail/BIM-586115/zanco-journal-of-humanity-sciences/153"
"154";" Alandalus Journal for Applied Sciences";"BIM-371642";"https://search.emarefa.net/detail/BIM-371642/alandalus-journal-for-applied-sciences/154"
"155";" Consumer Prices Index";"BIM-766990";"https://search.emarefa.net/detail/BIM-766990/consumer-prices-index/155"
"156";" أبعاد";"BIM-856462";"https://search.emarefa.net/detail/BIM-856462/أبعاد/156"
"157";" مجلة الأندلس للعلوم الإنسانية و الاجتماعية";"BIM-371073";"https://search.emarefa.net/detail/BIM-371073/مجلة-الأندلس-للعلوم-الإنسانية-و-الاجتماعية/157"
"158";" مجلة المحترف";"BIM-762937";"https://search.emarefa.net/detail/BIM-762937/مجلة-المحترف/158"
"159";" منشورات مجلة المنارة للدراسات القانونية و الإدارية : سلسلة البحوث الجامعية";"BIM-790198";"https://search.emarefa.net/detail/BIM-790198/منشورات-مجلة-المنارة-للدراسات-القانونية-و-الإدارية-:-سلسلة-البحوث-الجامعية/159"
"160";" Annual Bulletin of Education Statistics";"BIM-732197";"https://search.emarefa.net/detail/BIM-732197/annual-bulletin-of-education-statistics/160"
"161";" Development at Glance";"BIM-756870";"https://search.emarefa.net/detail/BIM-756870/development-at-glance/161"
"162";" Population Statistics Bulletin";"BIM-336185";"https://search.emarefa.net/detail/BIM-336185/population-statistics-bulletin/162"
"163";" Producer Price Index of Industrial Sector";"BIM-762175";"https://search.emarefa.net/detail/BIM-762175/producer-price-index-of-industrial-sector/163"
"164";" Qatar’s Consumer Confidence Index";"BIM-761702";"https://search.emarefa.net/detail/BIM-761702/qatar’s-consumer-confidence-index/164"
"165";" Quarterly Bulletin on Foreign Merchandise Trade Statistics";"BIM-761995";"https://search.emarefa.net/detail/BIM-761995/quarterly-bulletin-on-foreign-merchandise-trade-statistics/165"
"166";" Results of Khareef Salalah";"BIM-757577";"https://search.emarefa.net/detail/BIM-757577/results-of-khareef-salalah/166"
"167";" Social Welfare Statistics Bulletin";"BIM-756522";"https://search.emarefa.net/detail/BIM-756522/social-welfare-statistics-bulletin/167"
"168";" Sports Statistics Bulletin";"BIM-756738";"https://search.emarefa.net/detail/BIM-756738/sports-statistics-bulletin/168"
"169";" Tourism Satellite Account";"BIM-546937";"https://search.emarefa.net/detail/BIM-546937/tourism-satellite-account/169"
"170";" حسابات السياحة الفرعية";"BIM-546926";"https://search.emarefa.net/detail/BIM-546926/حسابات-السياحة-الفرعية/170"
"171";" الرقم القياسي لأسعار المنتج في القطاع الصناعي";"BIM-761683";"https://search.emarefa.net/detail/BIM-761683/الرقم-القياسي-لأسعار-المنتج-في-القطاع-الصناعي/171"
"172";" مؤشر ثقة المستهلك لدولة قطر";"BIM-761679";"https://search.emarefa.net/detail/BIM-761679/مؤشر-ثقة-المستهلك-لدولة-قطر/172"
"173";" مجلة بحوث العلاقات العامة الشرق الأوسط";"BIM-849855";"https://search.emarefa.net/detail/BIM-849855/مجلة-بحوث-العلاقات-العامة-الشرق-الأوسط/173"
"174";" مجلة جامعة القرآن الكريم و العلوم الإسلامية";"BIM-785460";"https://search.emarefa.net/detail/BIM-785460/مجلة-جامعة-القرآن-الكريم-و-العلوم-الإسلامية/174"
"175";" المجلة العلمية المستقبل الاقتصادي";"BIM-855911";"https://search.emarefa.net/detail/BIM-855911/المجلة-العلمية-المستقبل-الاقتصادي/175"
"176";" ملامح من التنمية";"BIM-756862";"https://search.emarefa.net/detail/BIM-756862/ملامح-من-التنمية/176"
"177";" نتائج أعمال سوق التأمين الأردنية للسنة المالية";"BIM-752192";"https://search.emarefa.net/detail/BIM-752192/نتائج-أعمال-سوق-التأمين-الأردنية-للسنة-المالية/177"
"178";" نتائج موسم خريف صلالة";"BIM-757373";"https://search.emarefa.net/detail/BIM-757373/نتائج-موسم-خريف-صلالة/178"
"179";" نشرة إحصاءات الرياضة";"BIM-756728";"https://search.emarefa.net/detail/BIM-756728/نشرة-إحصاءات-الرياضة/179"
"180";" نشرة إحصاءات السكان";"BIM-336179";"https://search.emarefa.net/detail/BIM-336179/نشرة-إحصاءات-السكان/180"
"181";" نشرة إحصاءات الضمان الاجتماعي";"BIM-756518";"https://search.emarefa.net/detail/BIM-756518/نشرة-إحصاءات-الضمان-الاجتماعي/181"
"182";" النشرة الإحصائية لمسح الاستثمار المباشر في دولة الكويت";"BIM-750641";"https://search.emarefa.net/detail/BIM-750641/النشرة-الإحصائية-لمسح-الاستثمار-المباشر-في-دولة-الكويت/182"
